dish,genotype,N,phase,nnd_ratio,iid_ratio
2026-06-17_13.29.19_ROI3_TR_W1118_stage3,W1118,10.0,recovery,1.0889637718110232,1.0683374240292
2026-06-17_13.29.19_ROI4_BR_dSERT_stage3,dSERT,10.0,baseline,0.955918750377884,0.8900002248501364
2026-06-17_13.29.19_ROI4_BR_dSERT_stage3,dSERT,10.0,early EtOH,1.07470828800796,1.0401001857009784
2026-06-17_13.29.19_ROI4_BR_dSERT_stage3,dSERT,10.0,late EtOH,1.046792406324768,1.0298726510725313
2026-06-17_13.29.19_ROI4_BR_dSERT_stage3,dSERT,10.0,recovery,1.0203815877687925,0.9773685330002799
2026-06-17_14.00.08_ROI1_TL_W1118_stage3,W1118,10.0,baseline,0.7608236546516332,0.8365535718723514
2026-06-17_14.00.08_ROI1_TL_W1118_stage3,W1118,10.0,early EtOH,1.1086656799626706,1.0848283941072043
2026-06-17_14.00.08_ROI1_TL_W1118_stage3,W1118,10.0,late EtOH,1.1607686030884252,1.0715314533346694
2026-06-17_14.00.08_ROI1_TL_W1118_stage3,W1118,10.0,recovery,0.946335505657747,0.9713595852761491
2026-06-17_14.00.08_ROI2_BL_dSERT_stage3,dSERT,10.0,baseline,0.9193223742589303,0.8813229589648663
2026-06-17_14.00.08_ROI2_BL_dSERT_stage3,dSERT,10.0,early EtOH,1.0266270599869864,1.026448245165138
2026-06-17_14.00.08_ROI2_BL_dSERT_stage3,dSERT,10.0,late EtOH,1.0494466510007627,1.0445434082110536
2026-06-17_14.00.08_ROI2_BL_dSERT_stage3,dSERT,10.0,recovery,1.0403778744623868,1.0099181388606955
2026-06-17_14.00.08_ROI3_TR_dSERT_stage3,dSERT,10.0,baseline,0.9262106760065518,0.9156252110220486
2026-06-17_14.00.08_ROI3_TR_dSERT_stage3,dSERT,10.0,early EtOH,1.028820655741506,1.0146032881822022
2026-06-17_14.00.08_ROI3_TR_dSERT_stage3,dSERT,10.0,late EtOH,1.022663581689564,1.036617663963355
2026-06-17_14.00.08_ROI3_TR_dSERT_stage3,dSERT,10.0,recovery,1.046206967012001,1.0128988376444115
2026-06-17_14.00.08_ROI4_BR_W1118_stage3,W1118,10.0,baseline,0.8293319687677208,0.7116737427841489
2026-06-17_14.00.08_ROI4_BR_W1118_stage3,W1118,10.0,early EtOH,1.1229777023975922,1.1444191359346925
2026-06-17_14.00.08_ROI4_BR_W1118_stage3,W1118,10.0,late EtOH,1.107553816599305,1.0788349652843798
2026-06-17_14.00.08_ROI4_BR_W1118_stage3,W1118,10.0,recovery,1.0885881679690546,0.975287358119424
2026-06-19_13.19.08_ROI1_TL_W1118_stage3,W1118,10.0,baseline,0.8647929113357484,0.8011110103236643
2026-06-19_13.19.08_ROI1_TL_W1118_stage3,W1118,10.0,early EtOH,1.1347933839423903,1.1001579440008422
2026-06-19_13.19.08_ROI1_TL_W1118_stage3,W1118,10.0,late EtOH,1.131947002254116,1.0853373318338542
2026-06-19_13.19.08_ROI1_TL_W1118_stage3,W1118,10.0,recovery,1.0155775238992069,0.9883741207179186
2026-06-19_13.19.08_ROI2_BL_dSERT_stage3,dSERT,10.0,baseline,0.9447971690582384,0.9081670230799908
2026-06-19_13.19.08_ROI2_BL_dSERT_stage3,dSERT,10.0,early EtOH,1.024952904710663,0.9831868494197796
2026-06-19_13.19.08_ROI2_BL_dSERT_stage3,dSERT,10.0,late EtOH,1.0839978283187215,1.0407109007818818
2026-06-19_13.19.08_ROI2_BL_dSERT_stage3,dSERT,10.0,recovery,1.0362723961488427,1.049872817055054
2026-06-19_13.19.08_ROI3_TR_dSERT_stage3,dSERT,10.0,baseline,0.8305813411976892,0.8306469370041691
2026-06-19_13.19.08_ROI3_TR_dSERT_stage3,dSERT,10.0,early EtOH,1.0506200198619595,1.048980026883893
2026-06-19_13.19.08_ROI3_TR_dSERT_stage3,dSERT,10.0,late EtOH,1.0434275342376482,1.032307397163884
2026-06-19_13.19.08_ROI3_TR_dSERT_stage3,dSERT,10.0,recovery,1.1045179192366685,1.055671641285147
2026-06-19_13.19.08_ROI4_BR_W1118_stage3,W1118,10.0,baseline,0.6492558594323521,0.7839931389913645
2026-06-19_13.19.08_ROI4_BR_W1118_stage3,W1118,10.0,early EtOH,1.0900170710137813,1.0458671872816567
2026-06-19_13.19.08_ROI4_BR_W1118_stage3,W1118,10.0,late EtOH,1.1284816567554066,1.0520186340038975
2026-06-19_13.19.08_ROI4_BR_W1118_stage3,W1118,10.0,recovery,1.0675950786113886,0.9944951254235946
2026-06-19_13.49.47_ROI1_TL_dSERT_stage3,dSERT,10.0,baseline,0.9070520565773782,0.7652733614603247
2026-06-19_13.49.47_ROI1_TL_dSERT_stage3,dSERT,10.0,early EtOH,1.0490233817659136,1.0823334191059524
2026-06-19_13.49.47_ROI1_TL_dSERT_stage3,dSERT,10.0,late EtOH,1.0569191008280274,1.0564109958412804
2026-06-19_13.49.47_ROI1_TL_dSERT_stage3,dSERT,10.0,recovery,1.0830663772598732,1.04827250849576
2026-06-19_13.49.47_ROI2_BL_W1118_stage3,W1118,9.0,baseline,0.8225369877405918,0.7072102672489781
2026-06-19_13.49.47_ROI2_BL_W1118_stage3,W1118,9.0,early EtOH,1.1341410106325045,1.1072299839903985
2026-06-19_13.49.47_ROI2_BL_W1118_stage3,W1118,9.0,late EtOH,1.1739535258428955,1.1257150279597874
2026-06-19_13.49.47_ROI2_BL_W1118_stage3,W1118,9.0,recovery,0.8314299328145152,0.96007483298186
2026-06-19_13.49.47_ROI3_TR_W1118_stage3,W1118,9.0,baseline,0.9690855459301077,0.9207811985692059
2026-06-19_13.49.47_ROI3_TR_W1118_stage3,W1118,9.0,early EtOH,1.0493267984402905,1.0206667089531452
2026-06-19_13.49.47_ROI3_TR_W1118_stage3,W1118,9.0,late EtOH,1.1507201732794785,1.0413396211722763
2026-06-19_13.49.47_ROI3_TR_W1118_stage3,W1118,9.0,recovery,1.0309099465553182,1.0423992556040642
2026-06-19_13.49.47_ROI4_BR_dSERT_stage3,dSERT,9.0,baseline,0.9192541023340967,0.8876690729646161
2026-06-19_13.49.47_ROI4_BR_dSERT_stage3,dSERT,9.0,early EtOH,1.0392928038860276,1.0081359279674644
2026-06-19_13.49.47_ROI4_BR_dSERT_stage3,dSERT,9.0,late EtOH,1.0219044444827816,1.0589567604347232
2026-06-19_13.49.47_ROI4_BR_dSERT_stage3,dSERT,9.0,recovery,1.068000659004442,1.0376132232592965
